Time period,Counterparty,Buy,Sell,Size
1719,Charlie the Chad,,1,53
1720,Charlie the Chad,,1,51
1721,Charlie the Chad,,1,25
1722,Charlie the Chad,,1,56
1723,Charlie the Chad,,1,35
1724,Charlie the Chad,,1,45
1725,Charlie the Chad,1,,26
1726,Charlie the Chad,,,55
1727,Charlie the Chad,1,,37
1728,Charlie the Chad,1,,32
1729,Charlie the Chad,,,34
1730,Charlie the Chad,1,,32
1731,Charlie the Chad,1,,38
1732,Charlie the Chad,,,30
1733,Charlie the Chad,,1,47
1734,Charlie the Chad,,1,31
1735,Charlie the Chad,,1,52
1736,Charlie the Chad,1,,38
1737,Charlie the Chad,,1,22
1738,Charlie the Chad,1,,51
1739,Charlie the Chad,,1,36
1740,Charlie the Chad,,1,25
1741,Charlie the Chad,,1,44
1742,Charlie the Chad,,1,43
1743,Charlie the Chad,,1,36
1744,Charlie the Chad,,,35
1745,Charlie the Chad,1,,24
1746,Charlie the Chad,,,44
1747,Charlie the Chad,,1,46
1748,Charlie the Chad,1,,26
1749,Charlie the Chad,,,36
1750,Charlie the Chad,,1,41
1751,Charlie the Chad,,1,49
1752,Charlie the Chad,1,,29
1753,Charlie the Chad,,1,34
1754,Charlie the Chad,,1,31
1755,Charlie the Chad,,1,26
1756,Charlie the Chad,,,36
1757,Charlie the Chad,,1,39
1758,Charlie the Chad,,1,44
1759,Charlie the Chad,,1,38
1760,Charlie the Chad,,1,24
1761,Charlie the Chad,,1,52
1762,Charlie the Chad,,1,20
1763,Charlie the Chad,1,,56
1764,Charlie the Chad,,,54
1765,Charlie the Chad,1,,56
1766,Charlie the Chad,1,,41
1767,Charlie the Chad,1,,49
1768,Charlie the Chad,,1,21
1769,Charlie the Chad,,1,42
1770,Charlie the Chad,1,,38
1771,Charlie the Chad,,,51
1772,Charlie the Chad,1,,34
1773,Charlie the Chad,,1,44
1774,Charlie the Chad,1,,40
1775,Charlie the Chad,,1,35
1776,Charlie the Chad,1,,27
1777,Charlie the Chad,1,,55
1778,Charlie the Chad,,,47
1779,Charlie the Chad,1,,60
1780,Charlie the Chad,,1,30
1781,Charlie the Chad,,1,56
1782,Charlie the Chad,,1,50
1783,Charlie the Chad,1,,22
1784,Charlie the Chad,1,,46
1785,Charlie the Chad,,,30
1786,Charlie the Chad,1,,30
1787,Charlie the Chad,,1,38
1788,Charlie the Chad,1,,44
1789,Charlie the Chad,1,,51
1790,Charlie the Chad,,1,21
1791,Charlie the Chad,,1,50
1792,Charlie the Chad,,,24
1793,Charlie the Chad,,1,45
1794,Charlie the Chad,,1,53
1795,Charlie the Chad,,1,27
1796,Charlie the Chad,1,,24
1797,Charlie the Chad,,1,57
1798,Charlie the Chad,,1,21
1799,Charlie the Chad,1,,47
1800,Charlie the Chad,,1,49
1801,Charlie the Chad,,1,52
1802,Charlie the Chad,,,58
1803,Charlie the Chad,1,,42
1804,Charlie the Chad,,1,33
1805,Charlie the Chad,1,,44
1806,Charlie the Chad,,1,52
1807,Charlie the Chad,,1,37
1808,Charlie the Chad,1,,22
1809,Charlie the Chad,,1,41
1810,Charlie the Chad,1,,51
1811,Charlie the Chad,,,39
1812,Charlie the Chad,,1,40
1813,Charlie the Chad,,,30
1814,Charlie the Chad,,1,28
1815,Charlie the Chad,1,,21
1816,Charlie the Chad,,1,39
1817,Charlie the Chad,,,24
1818,Charlie the Chad,1,,48
1819,Charlie the Chad,1,,33
1820,Charlie the Chad,1,,36
1821,Charlie the Chad,,,27
1822,Charlie the Chad,1,,34
1823,Charlie the Chad,1,,20
1824,Charlie the Chad,1,,44
1825,Charlie the Chad,1,,58
1826,Charlie the Chad,1,,41
1827,Charlie the Chad,1,,48
1828,Charlie the Chad,,,58
1829,Charlie the Chad,1,,41
1830,Charlie the Chad,,,20
1831,Charlie the Chad,1,,23
1832,Charlie the Chad,1,,40
1833,Charlie the Chad,1,,50
1834,Charlie the Chad,,,36
1835,Charlie the Chad,1,,41
1836,Charlie the Chad,,1,31
1837,Charlie the Chad,1,,32
1838,Charlie the Chad,1,,24
1839,Charlie the Chad,1,,53
1840,Charlie the Chad,,1,40
1841,Charlie the Chad,1,,22
1842,Charlie the Chad,1,,24
1843,Charlie the Chad,1,,57
1844,Charlie the Chad,,1,57
1845,Charlie the Chad,,1,40
1846,Charlie the Chad,,,24
1847,Charlie the Chad,,1,23
1848,Charlie the Chad,,1,37
1849,Charlie the Chad,1,,59
1850,Charlie the Chad,,1,46
1851,Charlie the Chad,1,,47
1852,Charlie the Chad,1,,44
1853,Charlie the Chad,,,37
1854,Charlie the Chad,,1,22
1855,Charlie the Chad,1,,34
1856,Charlie the Chad,,1,58
1857,Charlie the Chad,,,35
1858,Charlie the Chad,1,,50
1859,Charlie the Chad,,,24
1860,Charlie the Chad,,1,34
1861,Charlie the Chad,1,,34
1862,Charlie the Chad,1,,41
1863,Charlie the Chad,1,,50
1864,Charlie the Chad,1,,32
1865,Charlie the Chad,,1,35
1866,Charlie the Chad,,1,20
1867,Charlie the Chad,,1,30
1868,Charlie the Chad,,1,53
1869,Charlie the Chad,1,,39
1870,Charlie the Chad,,1,45
1871,Charlie the Chad,1,,25
1872,Charlie the Chad,1,,35
1873,Charlie the Chad,,,48
1874,Charlie the Chad,1,,49
1875,Charlie the Chad,1,,23
1876,Charlie the Chad,,1,58
1877,Charlie the Chad,,1,41
1878,Charlie the Chad,,,27
1879,Charlie the Chad,,1,46
1880,Charlie the Chad,,,23
1881,Charlie the Chad,1,,22
1882,Charlie the Chad,1,,47
1883,Charlie the Chad,,1,59
1884,Charlie the Chad,,,24
1885,Charlie the Chad,,,27
1886,Charlie the Chad,1,,28
1887,Charlie the Chad,,1,40
1888,Charlie the Chad,1,,49
1889,Charlie the Chad,1,,24
1890,Charlie the Chad,,1,29
1891,Charlie the Chad,,,36
1892,Charlie the Chad,,,20
1893,Charlie the Chad,1,,46
1894,Charlie the Chad,,,45
1895,Charlie the Chad,,1,29
1896,Charlie the Chad,1,,48
1897,Charlie the Chad,,1,23
1898,Charlie the Chad,1,,44
1899,Charlie the Chad,1,,46
1900,Charlie the Chad,1,,23
1901,Charlie the Chad,1,,35
1902,Charlie the Chad,,1,33
1903,Charlie the Chad,,,37
1904,Charlie the Chad,,,28
1905,Charlie the Chad,,1,47
1906,Charlie the Chad,1,,40
1907,Charlie the Chad,1,,34
1908,Charlie the Chad,,1,54
1909,Charlie the Chad,,1,29
1910,Charlie the Chad,,1,54
1911,Charlie the Chad,,1,32
1912,Charlie the Chad,,1,58
1913,Charlie the Chad,1,,46
1914,Charlie the Chad,1,,38
1915,Charlie the Chad,,,54
1916,Charlie the Chad,1,,36
1917,Charlie the Chad,,,56
1918,Charlie the Chad,,1,35
1919,Charlie the Chad,,,23
1920,Charlie the Chad,1,,45
1921,Charlie the Chad,1,,36
1922,Charlie the Chad,,1,31
1923,Charlie the Chad,,1,60
1924,Charlie the Chad,,,37
1925,Charlie the Chad,1,,35
1926,Charlie the Chad,,1,59
1927,Charlie the Chad,,,58
1928,Charlie the Chad,,,25
1929,Charlie the Chad,1,,27
1930,Charlie the Chad,1,,59
1931,Charlie the Chad,1,,21
1932,Charlie the Chad,,1,34
1933,Charlie the Chad,1,,36
1934,Charlie the Chad,1,,56
1935,Charlie the Chad,1,,38
1936,Charlie the Chad,1,,26
1937,Charlie the Chad,,1,50
1938,Charlie the Chad,,1,48
1939,Charlie the Chad,,1,54
1940,Charlie the Chad,,1,43
1941,Charlie the Chad,,1,27
1942,Charlie the Chad,1,,30
1943,Charlie the Chad,,1,55
1944,Charlie the Chad,,1,43
1945,Charlie the Chad,,,25
1946,Charlie the Chad,1,,25
1947,Charlie the Chad,1,,58
1948,Charlie the Chad,1,,26
1949,Charlie the Chad,,1,45
1950,Charlie the Chad,,1,36
1951,Charlie the Chad,1,,28
1952,Charlie the Chad,1,,48
1953,Charlie the Chad,1,,55
1954,Charlie the Chad,1,,60
1955,Charlie the Chad,1,,51
1956,Charlie the Chad,1,,31
1957,Charlie the Chad,1,,23
1958,Charlie the Chad,,1,22
1959,Charlie the Chad,1,,26
1960,Charlie the Chad,,1,56
1961,Charlie the Chad,1,,59
1962,Charlie the Chad,1,,23
1963,Charlie the Chad,1,,39
1964,Charlie the Chad,,1,41
1965,Charlie the Chad,,,29
1966,Charlie the Chad,1,,36
1967,Charlie the Chad,,1,25
1968,Charlie the Chad,,,43
1969,Charlie the Chad,1,,24
1970,Charlie the Chad,,1,60
1971,Charlie the Chad,,1,36
1972,Charlie the Chad,,1,57
1973,Charlie the Chad,,1,42
1974,Charlie the Chad,,1,52
1975,Charlie the Chad,,,38
1976,Charlie the Chad,1,,52
1977,Charlie the Chad,,1,48
1978,Charlie the Chad,,1,58
1979,Charlie the Chad,,,54
1980,Charlie the Chad,,1,56
1981,Charlie the Chad,1,,39
1982,Charlie the Chad,1,,23
1983,Charlie the Chad,1,,45
1984,Charlie the Chad,1,,49
1985,Charlie the Chad,,,56
1986,Charlie the Chad,,1,37
1987,Charlie the Chad,1,,44
1988,Charlie the Chad,,1,34
1989,Charlie the Chad,,1,32
1990,Charlie the Chad,1,,54
1991,Charlie the Chad,,1,28
1992,Charlie the Chad,1,,24
1993,Charlie the Chad,,1,42
1994,Charlie the Chad,,,20
1995,Charlie the Chad,,1,46
1996,Charlie the Chad,,,28
1997,Charlie the Chad,1,,56
1998,Charlie the Chad,,,20
1999,Charlie the Chad,,,38
2000,Charlie the Chad,,1,47
2001,Charlie the Chad,1,,32
2002,Charlie the Chad,,1,32
2003,Charlie the Chad,,,54
2004,Charlie the Chad,,1,21
2005,Charlie the Chad,,,40
2006,Charlie the Chad,1,,58
2007,Charlie the Chad,1,,49
2008,Charlie the Chad,1,,40
2009,Charlie the Chad,1,,30
2010,Charlie the Chad,,,44
2011,Charlie the Chad,,1,22
2012,Charlie the Chad,,1,55
2013,Charlie the Chad,,,33
2014,Charlie the Chad,1,,37
2015,Charlie the Chad,,1,42
2016,Charlie the Chad,1,,59
2017,Charlie the Chad,1,,55
2018,Charlie the Chad,,,47
2019,Charlie the Chad,,,20
2020,Charlie the Chad,,1,33
2021,Charlie the Chad,1,,55
2022,Charlie the Chad,,,49
2023,Charlie the Chad,,1,41
2024,Charlie the Chad,,1,24
2025,Charlie the Chad,1,,43
2026,Charlie the Chad,1,,44
2027,Charlie the Chad,1,,40
2028,Charlie the Chad,,1,44
2029,Charlie the Chad,,,53
2030,Charlie the Chad,1,,51
2031,Charlie the Chad,1,,21
2032,Charlie the Chad,,1,40
2033,Charlie the Chad,,1,47
2034,Charlie the Chad,,1,40
2035,Charlie the Chad,1,,20
2036,Charlie the Chad,1,,32
2037,Charlie the Chad,,,47
2038,Charlie the Chad,,1,55
2039,Charlie the Chad,1,,47
2040,Charlie the Chad,,1,34
2041,Charlie the Chad,1,,32
2042,Charlie the Chad,,,46
2043,Charlie the Chad,,1,48
2044,Charlie the Chad,1,,56
2045,Charlie the Chad,,1,40
2046,Charlie the Chad,,1,28
2047,Charlie the Chad,,1,23
2048,Charlie the Chad,1,,51
2049,Charlie the Chad,1,,40
2050,Charlie the Chad,,1,36
2051,Charlie the Chad,1,,59
2052,Charlie the Chad,,1,60
2053,Charlie the Chad,,1,58
2054,Charlie the Chad,1,,22
2055,Charlie the Chad,,,57
2056,Charlie the Chad,,,41
2057,Charlie the Chad,,1,46
2058,Charlie the Chad,1,,46
2059,Charlie the Chad,,1,42
2060,Charlie the Chad,1,,20
2061,Charlie the Chad,1,,35
2062,Charlie the Chad,1,,49
2063,Charlie the Chad,,,39
2064,Charlie the Chad,1,,26
2065,Charlie the Chad,,,35
2066,Charlie the Chad,,1,27
2067,Charlie the Chad,1,,51
2068,Charlie the Chad,,1,44
2069,Charlie the Chad,,1,34
2070,Charlie the Chad,,1,20
2071,Charlie the Chad,1,,49
2072,Charlie the Chad,1,,41
2073,Charlie the Chad,,1,26
2074,Charlie the Chad,,1,42
2075,Charlie the Chad,,,45
2076,Charlie the Chad,,1,41
2077,Charlie the Chad,,,42
2078,Charlie the Chad,,,51
2079,Charlie the Chad,1,,59
2080,Charlie the Chad,,,31
2081,Charlie the Chad,,1,51
2082,Charlie the Chad,1,,32
2083,Charlie the Chad,1,,60
2084,Charlie the Chad,,1,35
2085,Charlie the Chad,,1,54
2086,Charlie the Chad,,1,42
2087,Charlie the Chad,,1,59
2088,Charlie the Chad,,,25
2089,Charlie the Chad,,,53
2090,Charlie the Chad,1,,59
2091,Charlie the Chad,,1,27
2092,Charlie the Chad,,1,20
2093,Charlie the Chad,1,,33
2094,Charlie the Chad,1,,56
2095,Charlie the Chad,,1,28
2096,Charlie the Chad,,1,40
2097,Charlie the Chad,,1,59
2098,Charlie the Chad,,1,33
2099,Charlie the Chad,,,49
2100,Charlie the Chad,,1,32
2101,Charlie the Chad,1,,27
2102,Charlie the Chad,1,,53
2103,Charlie the Chad,1,,20
2104,Charlie the Chad,,1,56
2105,Charlie the Chad,,1,47
2106,Charlie the Chad,,1,27
2107,Charlie the Chad,,1,34
2108,Charlie the Chad,1,,28
2109,Charlie the Chad,1,,37
2110,Charlie the Chad,,,28
2111,Charlie the Chad,1,,49
2112,Charlie the Chad,1,,58
2113,Charlie the Chad,,1,56
2114,Charlie the Chad,1,,39
2115,Charlie the Chad,,,44
2116,Charlie the Chad,1,,41
2117,Charlie the Chad,,,26
2118,Charlie the Chad,1,,55
2119,Charlie the Chad,,1,56
2120,Charlie the Chad,,,36
2121,Charlie the Chad,,1,42
2122,Charlie the Chad,,,37
2123,Charlie the Chad,,1,24
2124,Charlie the Chad,1,,33
2125,Charlie the Chad,1,,33
2126,Charlie the Chad,1,,60
2127,Charlie the Chad,1,,49
2128,Charlie the Chad,1,,33
2129,Charlie the Chad,,,21
2130,Charlie the Chad,1,,33
2131,Charlie the Chad,1,,34
2132,Charlie the Chad,1,,41
2133,Charlie the Chad,1,,60
2134,Charlie the Chad,,,21
2135,Charlie the Chad,1,,48
2136,Charlie the Chad,,1,23
2137,Charlie the Chad,1,,49
2138,Charlie the Chad,1,,29
2139,Charlie the Chad,,1,48
2140,Charlie the Chad,1,,35
2141,Charlie the Chad,,,26
2142,Charlie the Chad,1,,26
2143,Charlie the Chad,,1,51
2144,Charlie the Chad,,1,54
2145,Charlie the Chad,1,,42
2146,Charlie the Chad,,1,44
2147,Charlie the Chad,1,,43
2148,Charlie the Chad,,1,47
2149,Charlie the Chad,,,31
2150,Charlie the Chad,,1,51
2151,Charlie the Chad,1,,44
2152,Charlie the Chad,,1,27
2153,Charlie the Chad,,1,29
2154,Charlie the Chad,,1,22
2155,Charlie the Chad,,1,54
2156,Charlie the Chad,,1,46
2157,Charlie the Chad,1,,28
2158,Charlie the Chad,,1,49
2159,Charlie the Chad,1,,35
2160,Charlie the Chad,1,,25
2161,Charlie the Chad,,,32
2162,Charlie the Chad,,1,49
2163,Charlie the Chad,1,,39
2164,Charlie the Chad,,1,56
2165,Charlie the Chad,1,,22
2166,Charlie the Chad,,1,54
2167,Charlie the Chad,,1,38
2168,Charlie the Chad,,,36
2169,Charlie the Chad,1,,49
2170,Charlie the Chad,,1,49
2171,Charlie the Chad,1,,33
2172,Charlie the Chad,1,,33
2173,Charlie the Chad,1,,50
2174,Charlie the Chad,,,31
2175,Charlie the Chad,1,,49
2176,Charlie the Chad,,1,51
2177,Charlie the Chad,,1,42
2178,Charlie the Chad,1,,28
2179,Charlie the Chad,1,,39
2180,Charlie the Chad,1,,31
2181,Charlie the Chad,,,38
2182,Charlie the Chad,,1,56
2183,Charlie the Chad,,1,32
2184,Charlie the Chad,,1,45
2185,Charlie the Chad,,1,46
2186,Charlie the Chad,,,37
2187,Charlie the Chad,,1,38
2188,Charlie the Chad,,,56
2189,Charlie the Chad,,1,22
2190,Charlie the Chad,,,30
2191,Charlie the Chad,,1,35
2192,Charlie the Chad,,,39
2193,Charlie the Chad,,,26
2194,Charlie the Chad,1,,23
2195,Charlie the Chad,,1,30
2196,Charlie the Chad,1,,54
2197,Charlie the Chad,,1,37
2198,Charlie the Chad,1,,30
2199,Charlie the Chad,1,,26
2200,Charlie the Chad,,1,44
2201,Charlie the Chad,,1,58
2202,Charlie the Chad,1,,28
2203,Charlie the Chad,,,47
2204,Charlie the Chad,1,,57
2205,Charlie the Chad,1,,21
2206,Charlie the Chad,,,33
2207,Charlie the Chad,1,,25
2208,Charlie the Chad,1,,36
2209,Charlie the Chad,,1,55
2210,Charlie the Chad,,1,22
2211,Charlie the Chad,1,,43
2212,Charlie the Chad,1,,45
2213,Charlie the Chad,,1,47
2214,Charlie the Chad,,1,33
2215,Charlie the Chad,,1,32
2216,Charlie the Chad,,1,58
2217,Charlie the Chad,1,,43
2218,Charlie the Chad,1,,56
2219,Charlie the Chad,,,41
2220,Charlie the Chad,1,,45
2221,Charlie the Chad,,,46
2222,Charlie the Chad,,1,57
2223,Charlie the Chad,1,,53
2224,Charlie the Chad,1,,52
2225,Charlie the Chad,1,,27
2226,Charlie the Chad,1,,23
2227,Charlie the Chad,,1,31
2228,Charlie the Chad,1,,38
2229,Charlie the Chad,,1,54
2230,Charlie the Chad,,1,35
2231,Charlie the Chad,1,,52
2232,Charlie the Chad,1,,36
2233,Charlie the Chad,,,59
2234,Charlie the Chad,1,,45
2235,Charlie the Chad,1,,54
2236,Charlie the Chad,,1,31
2237,Charlie the Chad,1,,40
2238,Charlie the Chad,1,,50
2239,Charlie the Chad,,,31
2240,Charlie the Chad,,1,39
2241,Charlie the Chad,1,,32
2242,Charlie the Chad,1,,41
2243,Charlie the Chad,1,,41
2244,Charlie the Chad,,1,59
2245,Charlie the Chad,,1,30
2246,Charlie the Chad,,1,20
2247,Charlie the Chad,1,,36
2248,Charlie the Chad,1,,38
2249,Charlie the Chad,,,55
2250,Charlie the Chad,,1,22
2251,Charlie the Chad,,1,31
2252,Charlie the Chad,1,,51
2253,Charlie the Chad,,1,44
2254,Charlie the Chad,,1,44
2255,Charlie the Chad,,,32
2256,Charlie the Chad,1,,42
2257,Charlie the Chad,,1,36
2258,Charlie the Chad,,1,21
2259,Charlie the Chad,1,,54
2260,Charlie the Chad,,1,23
2261,Charlie the Chad,,1,49
2262,Charlie the Chad,1,,32
2263,Charlie the Chad,,1,44
2264,Charlie the Chad,1,,57
2265,Charlie the Chad,,,36
2266,Charlie the Chad,1,,49
2267,Charlie the Chad,,1,53
2268,Charlie the Chad,1,,39
2269,Charlie the Chad,1,,30
2270,Charlie the Chad,,1,25
2271,Charlie the Chad,,1,50
2272,Charlie the Chad,,1,54
2273,Charlie the Chad,,1,60
2274,Charlie the Chad,,1,58
2275,Charlie the Chad,,1,53
2276,Charlie the Chad,,1,39
2277,Charlie the Chad,1,,46
2278,Charlie the Chad,,1,32
2279,Charlie the Chad,,1,45
2280,Charlie the Chad,,1,32
2281,Charlie the Chad,,,29
2282,Charlie the Chad,1,,55
2283,Charlie the Chad,,1,47
2284,Charlie the Chad,,1,27
2285,Charlie the Chad,,1,20
2286,Charlie the Chad,1,,59
2287,Charlie the Chad,1,,32
2288,Charlie the Chad,,1,40
2289,Charlie the Chad,,,39
2290,Charlie the Chad,1,,43
2291,Charlie the Chad,1,,55
2292,Charlie the Chad,,1,22
2293,Charlie the Chad,,,24
2294,Charlie the Chad,,1,58
2295,Charlie the Chad,,1,42
2296,Charlie the Chad,,1,21
2297,Charlie the Chad,,1,34
2298,Charlie the Chad,,1,30
2299,Charlie the Chad,,1,56
2300,Charlie the Chad,1,,33
2301,Charlie the Chad,1,,58
2302,Charlie the Chad,,1,54
2303,Charlie the Chad,,1,29
2304,Charlie the Chad,,1,44
2305,Charlie the Chad,1,,45
2306,Charlie the Chad,1,,47
2307,Charlie the Chad,,,46
2308,Charlie the Chad,,1,25
2309,Charlie the Chad,,1,59
2310,Charlie the Chad,1,,26
2311,Charlie the Chad,1,,24
2312,Charlie the Chad,,1,33
2313,Charlie the Chad,,1,24
2314,Charlie the Chad,1,,55
2315,Charlie the Chad,,1,56
2316,Charlie the Chad,,,55
2317,Charlie the Chad,,1,60
2318,Charlie the Chad,1,,60
2319,Charlie the Chad,,1,58
2320,Charlie the Chad,,1,20
2321,Charlie the Chad,1,,25
2322,Charlie the Chad,,1,20
2323,Charlie the Chad,,1,55
2324,Charlie the Chad,,1,48
2325,Charlie the Chad,,1,27
2326,Charlie the Chad,,,21
2327,Charlie the Chad,,1,24
2328,Charlie the Chad,1,,54
2329,Charlie the Chad,1,,54
2330,Charlie the Chad,,1,43
2331,Charlie the Chad,,1,35
2332,Charlie the Chad,,1,48
2333,Charlie the Chad,,,35
2334,Charlie the Chad,1,,48
2335,Charlie the Chad,,1,29
2336,Charlie the Chad,,,40
2337,Charlie the Chad,1,,39
2338,Charlie the Chad,,,23
2339,Charlie the Chad,,,33
2340,Charlie the Chad,,,37
2341,Charlie the Chad,1,,43
2342,Charlie the Chad,1,,36
2343,Charlie the Chad,,1,50
2344,Charlie the Chad,,,56
2345,Charlie the Chad,1,,33
2346,Charlie the Chad,1,,29
2347,Charlie the Chad,1,,53
2348,Charlie the Chad,1,,43
2349,Charlie the Chad,1,,22
2350,Charlie the Chad,,1,24
2351,Charlie the Chad,1,,60
2352,Charlie the Chad,,1,50
2353,Charlie the Chad,,1,44
2354,Charlie the Chad,,,25
2355,Charlie the Chad,,1,25
2356,Charlie the Chad,1,,40
2357,Charlie the Chad,1,,32
2358,Charlie the Chad,,,52
2359,Charlie the Chad,,1,42
2360,Charlie the Chad,,1,50
2361,Charlie the Chad,,,25
2362,Charlie the Chad,,1,28
2363,Charlie the Chad,,1,40
2364,Charlie the Chad,,,53
2365,Charlie the Chad,,,51
2366,Charlie the Chad,,1,45
2367,Charlie the Chad,1,,52
2368,Charlie the Chad,,,21
2369,Charlie the Chad,1,,55
2370,Charlie the Chad,,,33
2371,Charlie the Chad,1,,49
2372,Charlie the Chad,1,,50
2373,Charlie the Chad,,,31
2374,Charlie the Chad,,1,27
2375,Charlie the Chad,,1,55
1,Billy the Beta Miner,,,51
2,Billy the Beta Miner,,,50
3,Billy the Beta Miner,,,48
4,Billy the Beta Miner,,1,50
5,Billy the Beta Miner,,,50
6,Billy the Beta Miner,,1,48
7,Billy the Beta Miner,,,48
8,Billy the Beta Miner,,,48
9,Billy the Beta Miner,,,49
10,Billy the Beta Miner,,,50
11,Billy the Beta Miner,,,52
12,Billy the Beta Miner,,1,50
13,Billy the Beta Miner,,,50
14,Billy the Beta Miner,,1,52
15,Billy the Beta Miner,,,50
16,Billy the Beta Miner,,,51
17,Billy the Beta Miner,,,50
18,Billy the Beta Miner,,,50
19,Billy the Beta Miner,,,49
20,Billy the Beta Miner,,1,49
21,Billy the Beta Miner,,,50
22,Billy the Beta Miner,,1,48
23,Billy the Beta Miner,,,49
24,Billy the Beta Miner,,,48
25,Billy the Beta Miner,,,52
26,Billy the Beta Miner,,,50
27,Billy the Beta Miner,,,51
28,Billy the Beta Miner,,,52
29,Billy the Beta Miner,,,49
30,Billy the Beta Miner,,1,51
31,Billy the Beta Miner,,1,49
32,Billy the Beta Miner,,,52
33,Billy the Beta Miner,,,51
34,Billy the Beta Miner,,,51
35,Billy the Beta Miner,,,49
36,Billy the Beta Miner,,,52
37,Billy the Beta Miner,,,49
38,Billy the Beta Miner,,,52
39,Billy the Beta Miner,,,51
40,Billy the Beta Miner,,,51
41,Billy the Beta Miner,,,49
42,Billy the Beta Miner,,,50
43,Billy the Beta Miner,,,51
44,Billy the Beta Miner,,,50
45,Billy the Beta Miner,,1,49
46,Billy the Beta Miner,,1,51
47,Billy the Beta Miner,,,48
48,Billy the Beta Miner,,1,48
49,Billy the Beta Miner,,,48
50,Billy the Beta Miner,,1,51
51,Billy the Beta Miner,,,49
52,Billy the Beta Miner,,,48
53,Billy the Beta Miner,,,48
54,Billy the Beta Miner,,1,48
55,Billy the Beta Miner,,,51
56,Billy the Beta Miner,,1,51
57,Billy the Beta Miner,,1,49
58,Billy the Beta Miner,,,50
59,Billy the Beta Miner,,,50
60,Billy the Beta Miner,,,49
61,Billy the Beta Miner,,,49
62,Billy the Beta Miner,,,52
63,Billy the Beta Miner,,,48
64,Billy the Beta Miner,,,51
65,Billy the Beta Miner,,,49
66,Billy the Beta Miner,,1,49
67,Billy the Beta Miner,,,49
68,Billy the Beta Miner,,,48
69,Billy the Beta Miner,,1,50
70,Billy the Beta Miner,,,50
71,Billy the Beta Miner,,1,52
72,Billy the Beta Miner,,1,51
73,Billy the Beta Miner,,1,51
74,Billy the Beta Miner,,,51
75,Billy the Beta Miner,,,51
76,Billy the Beta Miner,,1,48
77,Billy the Beta Miner,,1,50
78,Billy the Beta Miner,,,51
79,Billy the Beta Miner,,,52
80,Billy the Beta Miner,,,51
81,Billy the Beta Miner,,,48
82,Billy the Beta Miner,,,49
83,Billy the Beta Miner,,,48
84,Billy the Beta Miner,,,48
85,Billy the Beta Miner,,,48
86,Billy the Beta Miner,,,52
87,Billy the Beta Miner,,,48
88,Billy the Beta Miner,,,48
89,Billy the Beta Miner,,1,51
90,Billy the Beta Miner,,,48
91,Billy the Beta Miner,,,48
92,Billy the Beta Miner,,,50
93,Billy the Beta Miner,,1,50
94,Billy the Beta Miner,,,51
95,Billy the Beta Miner,,,52
96,Billy the Beta Miner,,1,49
97,Billy the Beta Miner,,,48
98,Billy the Beta Miner,,,52
99,Billy the Beta Miner,,,52
100,Billy the Beta Miner,,,51
101,Billy the Beta Miner,,,50
102,Billy the Beta Miner,,,52
103,Billy the Beta Miner,,,48
104,Billy the Beta Miner,,,49
105,Billy the Beta Miner,,,51
106,Billy the Beta Miner,,1,51
107,Billy the Beta Miner,,,50
108,Billy the Beta Miner,,,52
109,Billy the Beta Miner,,,52
110,Billy the Beta Miner,,,51
111,Billy the Beta Miner,,,51
112,Billy the Beta Miner,,,48
113,Billy the Beta Miner,,,51
114,Billy the Beta Miner,,1,50
115,Billy the Beta Miner,,,52
116,Billy the Beta Miner,,,48
117,Billy the Beta Miner,,,51
118,Billy the Beta Miner,,,52
119,Billy the Beta Miner,,,49
120,Billy the Beta Miner,,1,52
121,Billy the Beta Miner,,1,51
122,Billy the Beta Miner,,,50
123,Billy the Beta Miner,,,49
124,Billy the Beta Miner,,,51
125,Billy the Beta Miner,,,50
126,Billy the Beta Miner,,1,52
127,Billy the Beta Miner,,,51
128,Billy the Beta Miner,,,51
129,Billy the Beta Miner,,,48
130,Billy the Beta Miner,,,52
131,Billy the Beta Miner,,,49
132,Billy the Beta Miner,,,52
133,Billy the Beta Miner,,,50
134,Billy the Beta Miner,,1,52
135,Billy the Beta Miner,,,48
136,Billy the Beta Miner,,,52
137,Billy the Beta Miner,,,49
138,Billy the Beta Miner,,,50
139,Billy the Beta Miner,,1,52
140,Billy the Beta Miner,,1,51
141,Billy the Beta Miner,,,48
142,Billy the Beta Miner,,,52
143,Billy the Beta Miner,,,49
144,Billy the Beta Miner,,,51
145,Billy the Beta Miner,,,48
146,Billy the Beta Miner,,,48
147,Billy the Beta Miner,,,51
148,Billy the Beta Miner,,,48
149,Billy the Beta Miner,,,49
150,Billy the Beta Miner,,,49
151,Billy the Beta Miner,,,51
152,Billy the Beta Miner,,1,52
153,Billy the Beta Miner,,,50
154,Billy the Beta Miner,,,50
155,Billy the Beta Miner,,,48
156,Billy the Beta Miner,,,51
157,Billy the Beta Miner,,1,52
158,Billy the Beta Miner,,,51
159,Billy the Beta Miner,,,48
160,Billy the Beta Miner,,1,48
161,Billy the Beta Miner,,,51
162,Billy the Beta Miner,,,50
163,Billy the Beta Miner,,1,51
164,Billy the Beta Miner,,,50
165,Billy the Beta Miner,,,51
166,Billy the Beta Miner,,,50
167,Billy the Beta Miner,,1,49
168,Billy the Beta Miner,,,48
169,Billy the Beta Miner,,,48
170,Billy the Beta Miner,,,50
